Column1,oldspec,Abundance,SurveyUnits,SurveyType,SurveyYear,SurveyID,SiteName,Site,TruePlot,SiteCode,FireFreq,ConcatenatedPlot,Plot,ConcatPlot2,FireEvents,FirePeriod,FireStart,FireLast,FireType,FireSeason,GenusSpecies,genus,species,Family,symb,Fire Frequency Category
8511,Cocculus carolinus,0.5,percent,Percent cover,2007,85,"Hitchiti Experimental Forest, GA, USA",Hitchiti,22,H,0.5263158,22H-0.5263158,22H-0.5263158,22-0.5263158,10,19,1988,2006,P,DEC-MAR,Cocculus carolinus,Cocculus,carolinus,Menispermaceae,am,High
828,Cornus florida,2.4375,percent,Percent cover,2007,85,"Hitchiti Experimental Forest, GA, USA",Hitchiti,22,H,0.5263158,22H-0.5263158,22H-0.5263158,22-0.5263158,10,19,1988,2006,P,DEC-MAR,Cornus florida,Cornus,florida,Cornaceae,am,High
852,Crataegus,0.5,percent,Percent cover,2007,85,"Hitchiti Experimental Forest, GA, USA",Hitchiti,22,H,0.5263158,22H-0.5263158,22H-0.5263158,22-0.5263158,10,19,1988,2006,P,DEC-MAR,Crataegus NA,Crataegus,NA,Rosaceae,am,High
825,Desmodium,1,percent,Percent cover,2007,85,"Hitchiti Experimental Forest, GA, USA",Hitchiti,22,H,0.5263158,22H-0.5263158,22H-0.5263158,22-0.5263158,10,19,1988,2006,P,DEC-MAR,Desmodium NA,Desmodium,NA,Fabaceae,nfix,High
826,Dichanthelium,1.75,percent,Percent cover,2007,85,"Hitchiti Experimental Forest, GA, USA",Hitchiti,22,H,0.5263158,22H-0.5263158,22H-0.5263158,22-0.5263158,10,19,1988,2006,P,DEC-MAR,Dichanthelium NA,Dichanthelium,NA,Poaceae,am,High
815,Elephantopus tomentosus,0.75,percent,Percent cover,2007,85,"Hitchiti Experimental Forest, GA, USA",Hitchiti,22,H,0.5263158,22H-0.5263158,22H-0.5263158,22-0.5263158,10,19,1988,2006,P,DEC-MAR,Elephantopus tomentosus,Elephantopus,tomentosus,Compositae,am,High
846,Euonymus americanus,0.5,percent,Percent cover,2007,85,"Hitchiti Experimental Forest, GA, USA",Hitchiti,22,H,0.5263158,22H-0.5263158,22H-0.5263158,22-0.5263158,10,19,1988,2006,P,DEC-MAR,Euonymus americanus,Euonymus,americanus,Celastraceae,am,High
845,Euphorbia,0.5,percent,Percent cover,2007,85,"Hitchiti Experimental Forest, GA, USA",Hitchiti,22,H,0.5263158,22H-0.5263158,22H-0.5263158,22-0.5263158,10,19,1988,2006,P,DEC-MAR,Euphorbia NA,Euphorbia,NA,Euphorbiaceae,am,High
843,Galium,0.5,percent,Percent cover,2007,85,"Hitchiti Experimental Forest, GA, USA",Hitchiti,22,H,0.5263158,22H-0.5263158,22H-0.5263158,22-0.5263158,10,19,1988,2006,P,DEC-MAR,Galium NA,Galium,NA,Rubiaceae,am,High
834,Gelsemium sempervirens,0.5,percent,Percent cover,2007,85,"Hitchiti Experimental Forest, GA, USA",Hitchiti,22,H,0.5263158,22H-0.5263158,22H-0.5263158,22-0.5263158,10,19,1988,2006,P,DEC-MAR,Gelsemium sempervirens,Gelsemium,sempervirens,Gelsemiaceae,am,High
854,Hieracium gronovii,0.5,percent,Percent cover,2007,85,"Hitchiti Experimental Forest, GA, USA",Hitchiti,22,H,0.5263158,22H-0.5263158,22H-0.5263158,22-0.5263158,10,19,1988,2006,P,DEC-MAR,Hieracium gronovii,Hieracium,gronovii,Compositae,am,High
819,Lespedeza repens,0.6666667,percent,Percent cover,2007,85,"Hitchiti Experimental Forest, GA, USA",Hitchiti,22,H,0.5263158,22H-0.5263158,22H-0.5263158,22-0.5263158,10,19,1988,2006,P,DEC-MAR,Lespedeza repens,Lespedeza,repens,Leguminosae,nfix,High
839,Liquidambar styraciflua,1,percent,Percent cover,2007,85,"Hitchiti Experimental Forest, GA, USA",Hitchiti,22,H,0.5263158,22H-0.5263158,22H-0.5263158,22-0.5263158,10,19,1988,2006,P,DEC-MAR,Liquidambar styraciflua,Liquidambar,styraciflua,Altingiaceae,am,High
820,Mimosa quadrivalvis,0.6,percent,Percent cover,2007,85,"Hitchiti Experimental Forest, GA, USA",Hitchiti,22,H,0.5263158,22H-0.5263158,22H-0.5263158,22-0.5263158,10,19,1988,2006,P,DEC-MAR,Mimosa quadrivalvis,Mimosa,quadrivalvis,Leguminosae,nfix,High
849,Nyssa sylvatica,0.5,percent,Percent cover,2007,85,"Hitchiti Experimental Forest, GA, USA",Hitchiti,22,H,0.5263158,22H-0.5263158,22H-0.5263158,22-0.5263158,10,19,1988,2006,P,DEC-MAR,Nyssa sylvatica,Nyssa,sylvatica,Cornaceae,am,High
8411,Pinus taeda,0.5,percent,Percent cover,2007,85,"Hitchiti Experimental Forest, GA, USA",Hitchiti,22,H,0.5263158,22H-0.5263158,22H-0.5263158,22-0.5263158,10,19,1988,2006,P,DEC-MAR,Pinus taeda,Pinus,taeda,Pinaceae,ecto,High
840,Pityopsis graminifolia,1,percent,Percent cover,2007,85,"Hitchiti Experimental Forest, GA, USA",Hitchiti,22,H,0.5263158,22H-0.5263158,22H-0.5263158,22-0.5263158,10,19,1988,2006,P,DEC-MAR,Pityopsis graminifolia,Pityopsis,graminifolia,Compositae,am,High
5532,Melica bonariensis,0.025,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,8,AA,0,8AA-0,8AA-0,8-0,NA,0,NA,NA,UB,CONT,Melica bonariensis,Melica,bonariensis,Poaceae,am,Unburnt
6631,Condalia microphylla,3.5,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,17,AA,0,17AA-0,17AA-0,17-0,NA,0,NA,NA,UB,CONT,Condalia microphylla,Condalia,microphylla,Rhamnaceae,am,Unburnt
5682,Lycium chilense,1.25,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,9,AA,0,9AA-0,9AA-0,9-0,NA,0,NA,NA,UB,CONT,Lycium chilense,Lycium,chilense,Solanaceae,am,Unburnt
6871,Larrea divaricata,6.8,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,19,AA,0,19AA-0,19AA-0,19-0,NA,0,NA,NA,UB,CONT,Larrea divaricata,Larrea,divaricata,Zygophyllaceae,am,Unburnt
6813,Schinus fasciculata,3.2,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,17,AA,0.1666667,17AA-0.1666667,17AA-0.1666667,17-0.1666667,3,18,1991,2007,P,MAR-JUN,Schinus fasciculata,Schinus,fasciculata,Anacardiaceae,am,Medium
8214,Baccharis ulicina,3.1,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,19,AA,0.1666667,19AA-0.1666667,19AA-0.1666667,19-0.1666667,3,18,1991,2007,P,MAR-JUN,Baccharis ulicina,Baccharis,ulicina,Compositae,am,Medium
8914,Prosopis caldenia,15.8,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,20,AA,0.1666667,20AA-0.1666667,20AA-0.1666667,20-0.1666667,3,18,1991,2007,P,MAR-JUN,Prosopis caldenia,Prosopis,caldenia,Leguminosae,nfix,Medium
2763,Prosopis flexuosa,3,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,16,AA,0.2777778,16AA-0.2777778,16AA-0.2777778,16-0.2777778,5,18,1991,2007,P,MAR-JUN,Prosopis flexuosa,Prosopis,flexuosa,Leguminosae,nfix,High
6731,Acantholippia seriphioides,15.9,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,18,AA,0,18AA-0,18AA-0,18-0,NA,0,NA,NA,UB,CONT,Acantholippia seriphioides,Acantholippia,seriphioides,Verbenaceae,am,Unburnt
6901,Baccharis gilliesii,2.85,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,20,AA,0,20AA-0,20AA-0,20-0,NA,0,NA,NA,UB,CONT,Baccharis gilliesii,Baccharis,gilliesii,Compositae,am,Unburnt
4133,Turnera sidoides,0.3,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,17,AA,0.2941176,17AA-0.2941176,17AA-0.2941176,17-0.2941176,5,17,1991,2007,P,MAR-JUN,Turnera sidoides,Turnera,sidoides,Passifloraceae,am,High
1803,Poa lanuginosa,0.175,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,16,AA,0.1764706,16AA-0.1764706,16AA-0.1764706,16-0.1764706,3,17,1991,2007,P,MAR-JUN,Poa lanuginosa,Poa,lanuginosa,Poaceae,am,Medium
1494,Stipa speciosa,6.675,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,9,AA,0.1764706,9AA-0.1764706,9AA-0.1764706,9-0.1764706,3,17,1991,2007,P,MAR-JUN,Stipa speciosa,Stipa,speciosa,Poaceae,am,Medium
1817,Poa ligularis,0.15,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,16,AA,0.1764706,16AA-0.1764706,16AA-0.1764706,16-0.1764706,3,17,1991,2007,P,MAR-JUN,Poa ligularis,Poa,ligularis,Poaceae,am,Medium
1883,Piptochaetium napostaense,1.875,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,17,AA,0.1764706,17AA-0.1764706,17AA-0.1764706,17-0.1764706,3,17,1991,2007,P,MAR-JUN,Piptochaetium napostaense,Piptochaetium,napostaense,Poaceae,am,Medium
6971,Nassella tenuis,0.3,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,20,AA,0,20AA-0,20AA-0,20-0,NA,0,NA,NA,UB,CONT,Nassella tenuis,Nassella,tenuis,Poaceae,am,Unburnt
1454,Nierembergia aristata,0.05,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,8,AA,0.1764706,8AA-0.1764706,8AA-0.1764706,8-0.1764706,3,17,1991,2007,P,MAR-JUN,Nierembergia aristata,Nierembergia,aristata,Solanaceae,am,Medium
2833,Schinus fasciculata,5.5,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,18,AA,0.2777778,18AA-0.2777778,18AA-0.2777778,18-0.2777778,5,18,1991,2007,P,MAR-JUN,Schinus fasciculata,Schinus,fasciculata,Anacardiaceae,am,High
6142,Ephedra ochreata,1.5,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,13,AA,0,13AA-0,13AA-0,13-0,NA,0,NA,NA,UB,CONT,Ephedra ochreata,Ephedra,ochreata,Ephedraceae,am,Unburnt
29312,Prosopidastrum globosum,1.6,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,20,AA,0.2777778,20AA-0.2777778,20AA-0.2777778,20-0.2777778,5,18,1991,2007,P,MAR-JUN,Prosopidastrum globosum,Prosopidastrum,globosum,Leguminosae,nfix,High
29413,Condalia microphylla,4,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,20,AA,0.2777778,20AA-0.2777778,20AA-0.2777778,20-0.2777778,5,18,1991,2007,P,MAR-JUN,Condalia microphylla,Condalia,microphylla,Rhamnaceae,am,High
6861,Acantholippia seriphioides,10.75,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,19,AA,0,19AA-0,19AA-0,19-0,NA,0,NA,NA,UB,CONT,Acantholippia seriphioides,Acantholippia,seriphioides,Verbenaceae,am,Unburnt
36313,Baccharis gilliesii,3,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,9,AA,0.2941176,9AA-0.2941176,9AA-0.2941176,9-0.2941176,5,17,1991,2007,P,MAR-JUN,Baccharis gilliesii,Baccharis,gilliesii,Compositae,am,High
4216,Turnera sidoides,0.325,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,18,AA,0.2941176,18AA-0.2941176,18AA-0.2941176,18-0.2941176,5,17,1991,2007,P,MAR-JUN,Turnera sidoides,Turnera,sidoides,Passifloraceae,am,High
4283,Piptochaetium napostaense,10.05,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,19,AA,0.2941176,19AA-0.2941176,19AA-0.2941176,19-0.2941176,5,17,1991,2007,P,MAR-JUN,Piptochaetium napostaense,Piptochaetium,napostaense,Poaceae,am,High
4323,Poa lanuginosa,0.875,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,19,AA,0.2941176,19AA-0.2941176,19AA-0.2941176,19-0.2941176,5,17,1991,2007,P,MAR-JUN,Poa lanuginosa,Poa,lanuginosa,Poaceae,am,High
4303,Poa ligularis,1.9,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,19,AA,0.2941176,19AA-0.2941176,19AA-0.2941176,19-0.2941176,5,17,1991,2007,P,MAR-JUN,Poa ligularis,Poa,ligularis,Poaceae,am,High
4464,Stipa ichu,0.15,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,14,AA,0.2941176,14AA-0.2941176,14AA-0.2941176,14-0.2941176,5,17,1991,2007,P,MAR-JUN,Stipa ichu,Stipa,ichu,Poaceae,am,High
4243,Stipa speciosa,1.875,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,18,AA,0.2941176,18AA-0.2941176,18AA-0.2941176,18-0.2941176,5,17,1991,2007,P,MAR-JUN,Stipa speciosa,Stipa,speciosa,Poaceae,am,High
6881,Schinus fasciculata,10.8,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,20,AA,0,20AA-0,20AA-0,20-0,NA,0,NA,NA,UB,CONT,Schinus fasciculata,Schinus,fasciculata,Anacardiaceae,am,Unburnt
6891,Chuquiraga erinacea,12.75,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,20,AA,0,20AA-0,20AA-0,20-0,NA,0,NA,NA,UB,CONT,Chuquiraga erinacea,Chuquiraga,erinacea,Compositae,am,Unburnt
6931,Prosopis caldenia,1.4,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,20,AA,0,20AA-0,20AA-0,20-0,NA,0,NA,NA,UB,CONT,Prosopis caldenia,Prosopis,caldenia,Leguminosae,nfix,Unburnt
6321,Hoffmannseggia trifoliata,0.025,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,15,AA,0,15AA-0,15AA-0,15-0,NA,0,NA,NA,UB,CONT,Hoffmannseggia trifoliata,Hoffmannseggia,trifoliata,Leguminosae,am,Unburnt
5616,Nassella clarazii,4.125,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,9,AA,0,9AA-0,9AA-0,9-0,NA,0,NA,NA,UB,CONT,Nassella clarazii,Nassella,clarazii,Poaceae,am,Unburnt
7071,Nassella tenuissima,0.75,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,14,AA,0,14AA-0,14AA-0,14-0,NA,0,NA,NA,UB,CONT,Nassella tenuissima,Nassella,tenuissima,Poaceae,am,Unburnt
5632,Poa ligularis,1.05,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,9,AA,0,9AA-0,9AA-0,9-0,NA,0,NA,NA,UB,CONT,Poa ligularis,Poa,ligularis,Poaceae,am,Unburnt
4374,Stipa ichu,3.075,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,20,AA,0.2941176,20AA-0.2941176,20AA-0.2941176,20-0.2941176,5,17,1991,2007,P,MAR-JUN,Stipa ichu,Stipa,ichu,Poaceae,am,High
5932,Stipa papposa,0.75,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,11,AA,0,11AA-0,11AA-0,11-0,NA,0,NA,NA,UB,CONT,Stipa papposa,Stipa,papposa,Poaceae,am,Unburnt
6981,Bredemeyera microphylla,5.9,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,20,AA,0,20AA-0,20AA-0,20-0,NA,0,NA,NA,UB,CONT,Bredemeyera microphylla,Bredemeyera,microphylla,Polygalaceae,am,Unburnt
6991,Condalia microphylla,2.5,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,20,AA,0,20AA-0,20AA-0,20-0,NA,0,NA,NA,UB,CONT,Condalia microphylla,Condalia,microphylla,Rhamnaceae,am,Unburnt
5962,Lycium chilense,0.95,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,11,AA,0,11AA-0,11AA-0,11-0,NA,0,NA,NA,UB,CONT,Lycium chilense,Lycium,chilense,Solanaceae,am,Unburnt
7014,Larrea divaricata,4.45,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,20,AA,0,20AA-0,20AA-0,20-0,NA,0,NA,NA,UB,CONT,Larrea divaricata,Larrea,divaricata,Zygophyllaceae,am,Unburnt
8114,Schinus fasciculata,1.45,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,19,AA,0.1666667,19AA-0.1666667,19AA-0.1666667,19-0.1666667,3,18,1991,2007,P,MAR-JUN,Schinus fasciculata,Schinus,fasciculata,Anacardiaceae,am,Medium
8714,Baccharis ulicina,1.95,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,20,AA,0.1666667,20AA-0.1666667,20AA-0.1666667,20-0.1666667,3,18,1991,2007,P,MAR-JUN,Baccharis ulicina,Baccharis,ulicina,Compositae,am,Medium
2803,Prosopis flexuosa,14.05,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,17,AA,0.2777778,17AA-0.2777778,17AA-0.2777778,17-0.2777778,5,18,1991,2007,P,MAR-JUN,Prosopis flexuosa,Prosopis,flexuosa,Leguminosae,nfix,High
7001,Acantholippia seriphioides,12.85,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,20,AA,0,20AA-0,20AA-0,20-0,NA,0,NA,NA,UB,CONT,Acantholippia seriphioides,Acantholippia,seriphioides,Verbenaceae,am,Unburnt
1464,Baccharis megapotamica,4.65,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,9,AA,0.1764706,9AA-0.1764706,9AA-0.1764706,9-0.1764706,3,17,1991,2007,P,MAR-JUN,Baccharis megapotamica,Baccharis,megapotamica,Compositae,am,Medium
1853,Sphaeralcea australis,0.2,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,17,AA,0.1764706,17AA-0.1764706,17AA-0.1764706,17-0.1764706,3,17,1991,2007,P,MAR-JUN,Sphaeralcea australis,Sphaeralcea,australis,Malvaceae,am,Medium
1893,Poa lanuginosa,1.175,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,17,AA,0.1764706,17AA-0.1764706,17AA-0.1764706,17-0.1764706,3,17,1991,2007,P,MAR-JUN,Poa lanuginosa,Poa,lanuginosa,Poaceae,am,Medium
1554,Stipa speciosa,7.3,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,10,AA,0.1764706,10AA-0.1764706,10AA-0.1764706,10-0.1764706,3,17,1991,2007,P,MAR-JUN,Stipa speciosa,Stipa,speciosa,Poaceae,am,Medium
1953,Piptochaetium napostaense,0.025,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,18,AA,0.1764706,18AA-0.1764706,18AA-0.1764706,18-0.1764706,3,17,1991,2007,P,MAR-JUN,Piptochaetium napostaense,Piptochaetium,napostaense,Poaceae,am,Medium
1863,Poa ligularis,7.85,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,17,AA,0.1764706,17AA-0.1764706,17AA-0.1764706,17-0.1764706,3,17,1991,2007,P,MAR-JUN,Poa ligularis,Poa,ligularis,Poaceae,am,Medium
1943,Nassella tenuissima,0.925,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,18,AA,0.1764706,18AA-0.1764706,18AA-0.1764706,18-0.1764706,3,17,1991,2007,P,MAR-JUN,Nassella tenuissima,Nassella,tenuissima,Poaceae,am,Medium
29010,Schinus fasciculata,1.65,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,20,AA,0.2777778,20AA-0.2777778,20AA-0.2777778,20-0.2777778,5,18,1991,2007,P,MAR-JUN,Schinus fasciculata,Schinus,fasciculata,Anacardiaceae,am,High
29113,Baccharis ulicina,3.2,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,20,AA,0.2777778,20AA-0.2777778,20AA-0.2777778,20-0.2777778,5,18,1991,2007,P,MAR-JUN,Baccharis ulicina,Baccharis,ulicina,Compositae,am,High
29913,Chuquiraga erinacea,0.75,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,14,AA,0.2777778,14AA-0.2777778,14AA-0.2777778,14-0.2777778,5,18,1991,2007,P,MAR-JUN,Chuquiraga erinacea,Chuquiraga,erinacea,Compositae,am,High
28812,Prosopis flexuosa,12,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,19,AA,0.2777778,19AA-0.2777778,19AA-0.2777778,19-0.2777778,5,18,1991,2007,P,MAR-JUN,Prosopis flexuosa,Prosopis,flexuosa,Leguminosae,nfix,High
29213,Prosopis caldenia,7.05,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,20,AA,0.2777778,20AA-0.2777778,20AA-0.2777778,20-0.2777778,5,18,1991,2007,P,MAR-JUN,Prosopis caldenia,Prosopis,caldenia,Leguminosae,nfix,High
29613,Larrea divaricata,2.3,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,20,AA,0.2777778,20AA-0.2777778,20AA-0.2777778,20-0.2777778,5,18,1991,2007,P,MAR-JUN,Larrea divaricata,Larrea,divaricata,Zygophyllaceae,am,High
29513,Acantholippia seriphioides,2.85,percent,Percent cover,NA,67,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,20,AA,0.2777778,20AA-0.2777778,20AA-0.2777778,20-0.2777778,5,18,1991,2007,P,MAR-JUN,Acantholippia seriphioides,Acantholippia,seriphioides,Verbenaceae,am,High
4333,Baccharis megapotamica,0.075,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,20,AA,0.2941176,20AA-0.2941176,20AA-0.2941176,20-0.2941176,5,17,1991,2007,P,MAR-JUN,Baccharis megapotamica,Baccharis,megapotamica,Compositae,am,High
4116,Baccharis gilliesii,10.775,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,17,AA,0.2941176,17AA-0.2941176,17AA-0.2941176,17-0.2941176,5,17,1991,2007,P,MAR-JUN,Baccharis gilliesii,Baccharis,gilliesii,Compositae,am,High
4315,Stipa speciosa,1.65,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,19,AA,0.2941176,19AA-0.2941176,19AA-0.2941176,19-0.2941176,5,17,1991,2007,P,MAR-JUN,Stipa speciosa,Stipa,speciosa,Poaceae,am,High
4384,Poa ligularis,0.9,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,20,AA,0.2941176,20AA-0.2941176,20AA-0.2941176,20-0.2941176,5,17,1991,2007,P,MAR-JUN,Poa ligularis,Poa,ligularis,Poaceae,am,High
36613,Nassella tenuissima,0.75,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,9,AA,0.2941176,9AA-0.2941176,9AA-0.2941176,9-0.2941176,5,17,1991,2007,P,MAR-JUN,Nassella tenuissima,Nassella,tenuissima,Poaceae,am,High
4364,Nassella clarazii,15.175,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,20,AA,0.2941176,20AA-0.2941176,20AA-0.2941176,20-0.2941176,5,17,1991,2007,P,MAR-JUN,Nassella clarazii,Nassella,clarazii,Poaceae,am,High
4394,Poa lanuginosa,0.175,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,20,AA,0.2941176,20AA-0.2941176,20AA-0.2941176,20-0.2941176,5,17,1991,2007,P,MAR-JUN,Poa lanuginosa,Poa,lanuginosa,Poaceae,am,High
4404,Piptochaetium napostaense,0.15,percent,Percent cover,NA,69,"La Pampa Grasslands, Caldenal, Argentina",LaPampa,20,AA,0.2941176,20AA-0.2941176,20AA-0.2941176,20-0.2941176,5,17,1991,2007,P,MAR-JUN,Piptochaetium napostaense,Piptochaetium,napostaense,Poaceae,am,High
835,Potentilla canadensis,0.5,percent,Percent cover,2007,85,"Hitchiti Experimental Forest, GA, USA",Hitchiti,22,H,0.5263158,22H-0.5263158,22H-0.5263158,22-0.5263158,10,19,1988,2006,P,DEC-MAR,Potentilla canadensis,Potentilla,canadensis,Rosaceae,am,High
848,Prunus serotina,0.5,percent,Percent cover,2007,85,"Hitchiti Experimental Forest, GA, USA",Hitchiti,22,H,0.5263158,22H-0.5263158,22H-0.5263158,22-0.5263158,10,19,1988,2006,P,DEC-MAR,Prunus serotina,Prunus,serotina,Rosaceae,am,High
816,Quercus alba,0.8333333,percent,Percent cover,2007,85,"Hitchiti Experimental Forest, GA, USA",Hitchiti,22,H,0.5263158,22H-0.5263158,22H-0.5263158,22-0.5263158,10,19,1988,2006,P,DEC-MAR,Quercus alba,Quercus,alba,Fagaceae,ecto,High
850,Quercus falcata,0.5,percent,Percent cover,2007,85,"Hitchiti Experimental Forest, GA, USA",Hitchiti,22,H,0.5263158,22H-0.5263158,22H-0.5263158,22-0.5263158,10,19,1988,2006,P,DEC-MAR,Quercus falcata,Quercus,falcata,Fagaceae,ecto,High
817,Quercus nigra,1.416667,percent,Percent cover,2007,85,"Hitchiti Experimental Forest, GA, USA",Hitchiti,22,H,0.5263158,22H-0.5263158,22H-0.5263158,22-0.5263158,10,19,1988,2006,P,DEC-MAR,Quercus nigra,Quercus,nigra,Fagaceae,ecto,High
814,Rhus copallinum,4.3125,percent,Percent cover,2007,85,"Hitchiti Experimental Forest, GA, USA",Hitchiti,22,H,0.5263158,22H-0.5263158,22H-0.5263158,22-0.5263158,10,19,1988,2006,P,DEC-MAR,Rhus copallinum,Rhus,copallinum,Anacardiaceae,am,High
830,Rubus,0.5,percent,Percent cover,2007,85,"Hitchiti Experimental Forest, GA, USA",Hitchiti,22,H,0.5263158,22H-0.5263158,22H-0.5263158,22-0.5263158,10,19,1988,2006,P,DEC-MAR,Rubus NA,Rubus,NA,Rosaceae,am,High
813,Ruellia caroliniensis,0.5,percent,Percent cover,2007,85,"Hitchiti Experimental Forest, GA, USA",Hitchiti,22,H,0.5263158,22H-0.5263158,22H-0.5263158,22-0.5263158,10,19,1988,2006,P,DEC-MAR,Ruellia caroliniensis,Ruellia,caroliniensis,Acanthaceae,am,High
829,Saccharum alopecuroides,4,percent,Percent cover,2007,85,"Hitchiti Experimental Forest, GA, USA",Hitchiti,22,H,0.5263158,22H-0.5263158,22H-0.5263158,22-0.5263158,10,19,1988,2006,P,DEC-MAR,Saccharum alopecuroides,Saccharum,alopecuroides,Poaceae,am,High
